Account,Link,Tenemos datos?,Fecha ultima actualización data ,similar a ,Followers,1ra Categoría,2da Categoría,3ra Categoría,ER,% Male,% Female,M 13-17,M 18-24,M 25-34,M 35-44,M 45-54,M 55-64,"M ""+65""",F 13-17,F 18-24,F 25-34,F 35-44,F 45-54,F 55-64,"F ""+65""",Argentina,Other,CPM historico,Tiene Fee Plataforma?,REPRESENTANTE,Nombre Perfil
vickyrayestudio,https://www.instagram.com/vickyrayestudio,no,10/30/2018,agus.santamarinamakeup,4710,beauty,,,0.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,,,
yoanamarlenstyle,https://www.instagram.com/yoanamarlenstyle,No,4/29/2019,vickylsmakeup,337000,Beauty,Model,,0.06,0.30,0.70,0.01,0.12,0.45,0.29,0.09,0.03,0.01,0.01,0.19,0.55,0.18,0.05,0.02,0.00,0.92,0.08,,,,
yoanamarlenyt,https://www.instagram.com/yoanamarlenyt,No,4/29/2019,yoanamarlenstyle,1000000,Beauty,,,0.01,0.30,0.70,0.01,0.12,0.45,0.29,0.09,0.03,0.01,0.01,0.19,0.55,0.18,0.05,0.02,0.00,0.92,0.08,,,,
zacariasguedes,https://www.instagram.com/zacariasguedes,No,21/05/20,lucianumer,52469,Beauty,,,"3,8%",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
zehnmakeup,https://www.instagram.com/zehnmakeup/?hl=es,Parcial,10/5/2022,rango todos,10800,Beauty,,,0.01,#N/A,#N/A,0.00,0.06,0.45,0.35,0.09,0.03,0.02,0.00,0.06,0.45,0.35,0.09,0.03,0.02,0.92,0.08,,,,
aasommeliers,https://www.instagram.com/aasommeliers,No,7/5/2020,easommeliers,14800,Bebidas,,,0.01,0.17,0.83,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.63,0.37,,,,
aldo.graziani,https://www.instagram.com/aldo.graziani,No,7/5/2020,santigiorgini,9847,Bebidas,,,0.01,0.17,0.83,0.01,0.13,0.38,0.31,0.12,0.04,0.01,0.00,0.15,0.39,0.27,0.12,0.05,0.02,0.91,0.09,,,,
buenosvinossocialclub,https://www.instagram.com/buenosvinossocialclub,No,7/5/2020,easommeliers,3747,Bebidas,,,0.00,0.17,0.83,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.63,0.37,,,,
casavigilpalmares,https://www.instagram.com/casavigilpalmares,No,7/5/2020,chefpacoalmeida,17500,Bebidas,,,0.01,0.17,0.83,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.63,0.37,,,,
club_bonvivir,https://www.instagram.com/club_bonvivir,No,7/5/2020,juanbraceli,35600,Bebidas,,,0.00,0.17,0.83,0.01,0.13,0.38,0.31,0.12,0.04,0.01,0.00,0.15,0.39,0.27,0.12,0.05,0.02,0.91,0.09,,,,
conidecia,https://www.instagram.com/conidecia,No,2/7/2019,julijankunas,700,Bebidas,,,0.31,0.42,0.58,0.02,0.18,0.47,0.24,0.07,0.01,0.01,0.06,0.30,0.40,0.16,0.06,0.01,0.01,0.33,0.67,,,,
easommeliers,https://www.instagram.com/easommeliers,No,7/5/2020,chefpacoalmeida,7247,Bebidas,,,0.02,0.17,0.83,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.63,0.37,,,,
elperfectovino,https://www.instagram.com/elperfectovino,No,7/5/2020,chefpacoalmeida,14000,Bebidas,,,0.02,0.17,0.83,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.63,0.37,,,,
enologicas,https://www.instagram.com/enologicas,No,7/5/2020,easommeliers,20400,Bebidas,,,0.01,0.17,0.83,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.63,0.37,,,,
guain.me,https://www.instagram.com/guain.me,No,7/5/2020,chrispetersenok,10100,Bebidas,,,0.01,0.36,0.64,0.01,0.17,0.46,0.25,0.08,0.02,0.01,0.01,0.20,0.45,0.22,0.08,0.03,0.01,0.77,0.23,,,,
luciabulacio,https://www.instagram.com/luciabulacio,No,7/5/2020,chrispetersenok,5163,Bebidas,,,0.08,0.36,0.64,0.01,0.17,0.46,0.25,0.08,0.02,0.01,0.01,0.20,0.45,0.22,0.08,0.03,0.01,0.77,0.23,,,,
marianobragaok,https://www.instagram.com/marianobragaok,No,7/5/2020,juanbraceli,56000,Bebidas,,,0.02,0.17,0.83,0.01,0.13,0.38,0.31,0.12,0.04,0.01,0.00,0.15,0.39,0.27,0.12,0.05,0.02,0.91,0.09,,,,
micheliniwine09,https://www.instagram.com/micheliniwine09,No,7/5/2020,santigiorgini,23600,Bebidas,,,0.02,0.17,0.83,0.01,0.13,0.38,0.31,0.12,0.04,0.01,0.00,0.15,0.39,0.27,0.12,0.05,0.02,0.91,0.09,,,,
msalumeria,https://www.instagram.com/msalumeria,No,7/5/2020,chantalabad,5069,Bebidas,,,0.02,0.14,0.86,0.02,0.20,0.42,0.25,0.08,0.02,0.01,0.01,0.25,0.43,0.21,0.07,0.02,0.01,0.94,0.06,,,,
ozono_wines,https://www.instagram.com/ozono_wines,No,7/5/2020,vinitoargentina,10100,Bebidas,,,0.02,0.17,0.83,0.01,0.13,0.38,0.31,0.12,0.04,0.01,0.00,0.15,0.39,0.27,0.12,0.05,0.02,0.91,0.09,,,,
painetvin,https://www.instagram.com/painetvin,No,7/5/2020,vinitoargentina,3799,Bebidas,,,0.01,0.17,0.83,0.01,0.13,0.38,0.31,0.12,0.04,0.01,0.00,0.15,0.39,0.27,0.12,0.05,0.02,0.91,0.09,,,,
pancho_wine,https://www.instagram.com/pancho_wine,No,7/5/2020,juanbraceli,8120,Bebidas,,,0.05,0.17,0.83,0.01,0.13,0.38,0.31,0.12,0.04,0.01,0.00,0.15,0.39,0.27,0.12,0.05,0.02,0.91,0.09,,,,
pau_bosio,https://www.instagram.com/pau_bosio,No,7/5/2020,chantalabad,28800,Bebidas,,,0.02,0.14,0.86,0.02,0.20,0.42,0.25,0.08,0.02,0.01,0.01,0.25,0.43,0.21,0.07,0.02,0.01,0.94,0.06,,,,
solsommelier,https://www.instagram.com/solsommelier,No,7/5/2020,pau_bosio,7510,Bebidas,,,0.02,0.14,0.86,0.02,0.20,0.42,0.25,0.08,0.02,0.01,0.01,0.25,0.43,0.21,0.07,0.02,0.01,0.94,0.06,,,,
sr_vinito,https://www.instagram.com/sr_vinito,No,7/5/2020,chrispetersenok,14200,Bebidas,,,0.02,0.36,0.64,0.01,0.17,0.46,0.25,0.08,0.02,0.01,0.01,0.20,0.45,0.22,0.08,0.03,0.01,0.77,0.23,,,,
timatkinmw,https://www.instagram.com/timatkinmw,No,7/5/2020,chrispetersenok,478000,Bebidas,,,0.01,0.36,0.64,0.01,0.17,0.46,0.25,0.08,0.02,0.01,0.01,0.20,0.45,0.22,0.08,0.03,0.01,0.77,0.23,,,,
vinitoargentina,https://www.instagram.com/vinitoargentina,No,7/5/2020,juanbraceli,3529,Bebidas,,,0.02,0.17,0.83,0.01,0.13,0.38,0.31,0.12,0.04,0.01,0.00,0.15,0.39,0.27,0.12,0.05,0.02,0.91,0.09,,,,
vinoconi,https://www.instagram.com/vinoconi,No,7/5/2020,luciabulacio,3802,Bebidas,,,0.01,0.36,0.64,0.01,0.17,0.46,0.25,0.08,0.02,0.01,0.01,0.20,0.45,0.22,0.08,0.03,0.01,0.77,0.23,,,,
vinoloss,https://www.instagram.com/vinoloss,No,7/5/2020,vinitoargentina,35300,Bebidas,,,0.02,0.17,0.83,0.01,0.13,0.38,0.31,0.12,0.04,0.01,0.00,0.15,0.39,0.27,0.12,0.05,0.02,0.91,0.09,,,,
winegirlsarg,https://www.instagram.com/winegirlsarg,No,7/5/2020,marubotanaok,7852,Bebidas,,,0.01,0.10,0.90,0.01,0.34,0.41,0.15,0.07,0.01,0.01,0.01,0.38,0.35,0.15,0.10,0.01,0.00,0.87,0.13,,,,
winesofarg,https://www.instagram.com/winesofarg,No,7/5/2020,easommeliers,19200,Bebidas,,,0.01,0.17,0.83,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.63,0.37,,,,
winexpertsarg,https://www.instagram.com/winexpertsarg,No,7/5/2020,vinitoargentina,8373,Bebidas,,,0.01,0.17,0.83,0.01,0.13,0.38,0.31,0.12,0.04,0.01,0.00,0.15,0.39,0.27,0.12,0.05,0.02,0.91,0.09,,,,
winezonearg,https://www.instagram.com/winezonearg,No,7/5/2020,luciabulacio,4587,Bebidas,,,0.06,0.36,0.64,0.01,0.17,0.46,0.25,0.08,0.02,0.01,0.01,0.20,0.45,0.22,0.08,0.03,0.01,0.77,0.23,,,,
agustin_eme TK,https://www.instagram.com/agustin_eme TK,Parcial,8/9/2022,,86200,blogger,,,0.03,0.60,0.40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.46,0.54,,,,
ailinbisi,https://www.instagram.com/ailinbisi,No,10/9/2020,veropalazzo,21270,blogger,,,0.03,0.07,0.93,0.01,0.11,0.30,0.32,0.17,0.06,0.03,0.00,0.04,0.31,0.40,0.18,0.05,0.02,0.83,0.17,,,,
candelaria.botto,https://www.instagram.com/candelaria.botto,No,10/2/2020,malepichot,14300,blogger,,,0.06,0.16,0.84,0.02,0.23,0.42,0.23,0.07,0.02,0.01,0.03,0.29,0.45,0.17,0.04,0.01,0.01,0.87,0.13,,,,
cecicarena,https://www.instagram.com/cecicarena,No,13/1/2021,dafneschilling,75100,blogger,,,0.02,0.09,0.91,0.01,0.13,0.53,0.25,0.06,0.01,0.01,0.01,0.13,0.53,0.25,0.06,0.01,0.01,0.84,0.16,,,,
chinaconmonio,https://www.instagram.com/chinaconmonio,Si,31/03/20,,17900,blogger,Moms,LifeStyle,0.02,0.07,0.93,0.01,0.10,0.34,0.38,0.11,0.04,0.02,0.00,0.04,0.36,0.43,0.13,0.03,0.01,0.92,0.08,,,,
chopamontoya,https://www.instagram.com/chopamontoya,Si,2/12/2019,,158000,blogger,,,0.06,0.26,0.74,0.08,0.38,0.28,0.14,0.08,0.02,0.02,0.12,0.41,0.25,0.13,0.06,0.01,0.02,0.90,0.10,,,,
chopamontoya TK,https://www.instagram.com/chopamontoya TK,No,,chopamontoya,657800,blogger,,,0.03,0.26,0.74,0.08,0.38,0.28,0.14,0.08,0.02,0.02,0.12,0.41,0.25,0.13,0.06,0.01,0.02,0.90,0.10,,,,
conchapodcast tw,https://twitter.com/conchapodcast,No,9/15/2021,intravenous_sugar,22900,blogger,,,0.01,0.06,0.94,0.02,0.31,0.49,0.13,0.04,0.01,0.01,0.02,0.31,0.49,0.13,0.04,0.01,0.01,0.85,0.15,,,,
fendromena,https://www.instagram.com/fendromena,No,2/20/2019,juarezlali,20800,blogger,,,0.04,0.69,0.31,0.03,0.27,0.42,0.20,0.06,0.01,0.01,0.03,0.32,0.45,0.15,0.03,0.01,0.01,0.86,0.14,0,,,
gfjulia,https://www.instagram.com/gfjulia,No,29/08/20,agushabif,52900,blogger,,,0.03,0.32,0.68,0.02,0.28,0.43,0.19,0.06,0.01,0.01,0.06,0.44,0.33,0.11,0.04,0.01,0.01,0.90,0.10,,,,
hachezhome,https://www.instagram.com/hachezhome,No,10/9/2020,veropalazzo,104000,blogger,,,0.01,0.07,0.93,0.01,0.11,0.30,0.32,0.17,0.06,0.03,0.00,0.04,0.31,0.40,0.18,0.05,0.02,0.83,0.17,,,,
intravenous_sugar,https://www.instagram.com/intravenous_sugar,Parcial,4/7/2022,rango etario todos,75300,blogger,Beauty,,0.06,0.06,0.94,0.02,0.31,0.49,0.13,0.04,0.01,0.01,0.02,0.31,0.49,0.13,0.04,0.01,0.01,0.85,0.15,,,,
itsmeliona,https://www.instagram.com/itsmeliona,No,10/24/2018,mindthegapchica,21121,blogger,,,0.02,0.09,0.91,0.03,0.19,0.38,0.26,0.09,0.03,0.02,0.01,0.13,0.48,0.28,0.07,0.02,0.01,0.86,0.14,0,,,
ladalia,https://www.instagram.com/ladalia,No,10/6/2022,look_connected,121000,blogger,Moms,,0.02,0.13,0.88,0.02,0.21,0.35,0.27,0.10,0.03,0.02,0.01,0.11,0.46,0.32,0.07,0.02,0.01,0.70,0.30,0,,,
levoyage_blog,https://www.instagram.com/levoyage_blog,No,27/08/20,lic.danielita,150000,blogger,,,0.01,0.06,0.94,0.01,0.22,0.40,0.20,0.10,0.03,0.04,0.02,0.28,0.37,0.19,0.07,0.02,0.05,0.88,0.12,,,,
lulubiaus,https://www.instagram.com/lulubiaus,Si,4/1/2018,,88500,blogger,,,0.01,0.11,0.89,0.01,0.20,0.49,0.22,0.06,0.01,0.01,0.01,0.21,0.50,0.21,0.05,0.01,0.01,0.81,0.19,0,,,
lulufernandezz,https://www.instagram.com/lulufernandezz,No,3/19/2019,modahypeada,57900,blogger,Fitness,,0.01,0.11,0.89,0.04,0.27,0.36,0.21,0.08,0.03,0.01,0.02,0.17,0.43,0.27,0.08,0.02,0.01,0.78,0.22,0,,,
mamajuana_banana,https://www.instagram.com/mamajuana_banana,No,29/08/20,mamasanablog,9199,blogger,LifeStyle,,,0.04,0.96,0.00,0.07,0.40,0.37,0.11,0.04,0.01,0.00,0.07,0.40,0.37,0.11,0.04,0.01,0.83,0.17,,,,
marourivero,https://www.instagram.com/marourivero,Si,4/1/2018,,93900,blogger,,,0.01,0.14,0.86,0.01,0.20,0.49,0.22,0.06,0.01,0.01,0.01,0.21,0.50,0.21,0.05,0.01,0.01,0.81,0.19,0,,,
martinpdisalvo ,https://www.instagram.com/martinpdisalvo ,No,7/21/2019,trueno,2000000,blogger,,,0.16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
muychule,https://www.instagram.com/muychule,No,10/24/2018,lulubiaus,46600,blogger,Deco,Fashion,0.02,0.11,0.89,0.01,0.20,0.49,0.22,0.06,0.01,0.01,0.01,0.21,0.50,0.21,0.05,0.01,0.01,0.81,0.19,0,,,
nuevosaires.espacio,https://www.instagram.com/nuevosaires.espacio,No,10/9/2020,veropalazzo,48128,blogger,,,0.02,0.07,0.93,0.01,0.11,0.30,0.32,0.17,0.06,0.03,0.00,0.04,0.31,0.40,0.18,0.05,0.02,0.83,0.17,,,,
rochuvillagra,https://www.instagram.com/rocio.villagra/?hl=es,No,5/31/2022,lulubiaus,7439,blogger,,,0.02,0.11,0.89,0.01,0.20,0.49,0.22,0.06,0.01,0.01,0.01,0.21,0.50,0.21,0.05,0.01,0.01,0.81,0.19,,,,
rosiestips,https://www.instagram.com/rosiestips,Parcial,12/22/2021,nataliasimon,99600,blogger,,,0.01,0.07,0.93,0.03,0.25,0.39,0.21,0.08,0.03,0.01,0.01,0.33,0.44,0.16,0.05,0.01,0.00,0.87,0.13,0,,,
sisoncanas,https://www.instagram.com/sisoncanas,Si,7/7/2021,,29700,blogger,,,0.02,0.02,0.98,0.01,0.06,0.27,0.34,0.19,0.08,0.04,0.00,0.02,0.22,0.40,0.22,0.10,0.03,0.82,0.18,,,,
sueltaporbasas,https://www.instagram.com/rosiestips,Parcial,12/22/2021,,75100,blogger,,,0.04,0.02,0.97,0.01,0.14,0.34,0.31,0.12,0.05,0.03,0.00,0.07,0.39,0.36,0.13,0.04,0.01,0.94,0.22,0,,,
yanisolfer,https://www.instagram.com/yanisolfer/?hl=es,No,5/31/2022,rosiestips,27800,blogger,,,0.16,0.03,0.97,0.01,0.14,0.34,0.31,0.12,0.05,0.03,0.00,0.07,0.39,0.36,0.13,0.04,0.01,0.87,0.13,,,,
chefpacoalmeida,https://www.instagram.com/chefpacoalmeida,Si,3/12/2019,,124000,bytheoneandonly,,,0.01,0.17,0.83,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.01,0.10,0.30,0.28,0.17,0.10,0.04,0.63,0.37,,,,
agustinacherriok,https://www.instagram.com/agustinacherriok,No,11/8/2019,,2200000,celebrities,Actor/Actress,,0.02,0.20,0.80,0.04,0.26,0.39,0.23,0.06,0.01,0.01,0.04,0.26,0.44,0.19,0.05,0.01,0.01,0.86,0.14,0,si,si,si
andreafrigeriook,https://www.instagram.com/andreafrigeriook,Si,15/11/2019,araceligonzalez67,250000,Celebrities,,,0.01,0.24,0.76,0.01,0.10,0.31,0.35,0.16,0.05,0.02,0.01,0.12,0.32,0.30,0.17,0.06,0.02,0.88,0.12,,,,
andresgill,https://www.instagram.com/andresgill,Parcial,2/11/2022,candelivetrano,737000,celebrities,Actor/Actress,,0.03,0.08,0.92,0.11,0.40,0.24,0.11,0.10,0.02,0.02,0.12,0.54,0.24,0.06,0.03,0.00,0.01,0.70,0.30,0,no,si,si
andybursten,https://www.instagram.com/andybursten,Si,2/2/2022,,157000,celebrities,model,,0.01,0.15,0.85,0.02,0.14,0.31,0.35,0.13,0.03,0.02,0.01,0.08,0.35,0.41,0.12,0.02,0.01,0.88,0.12,0,,,
andykusnetsoff,https://www.instagram.com/andykusnetsoff,No,9/6/2020,sebawainraichok,766000,Celebrities,Journalist,,0.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
angeldebritooki,https://www.instagram.com/angeldebritooki,No,12/21/2018,marcelotinelli,1732124,Celebrities,,,0.01,0.13,0.87,0.10,0.40,0.30,0.12,0.06,0.01,0.01,0.12,0.47,0.27,0.09,0.03,0.01,0.01,0.78,0.22,0,,,
angiebalbianiTK,https://www.instagram.com/angiebalbianiTK,Si,22/4/20,barbisimonsok,24200,Celebrities,,,0.01,0.10,0.90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.93,0.07,,,,
antonelaroccuzzo,https://www.instagram.com/antonelaroccuzzo,No,23/3/2020,orianasabatini,12360000,Celebrities,Moms,Deporte,0.10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
balfederico,https://www.instagram.com/balfederico,Si,12/6/2018,,2100000,Celebrities,Actor/Actress,,0.00,0.19,0.81,0.05,0.34,0.37,0.16,0.05,0.02,0.01,0.05,0.32,0.39,0.16,0.05,0.02,0.01,0.87,0.13,0,no,si,si
balfederico TK,https://vm.tiktok.com/JFR6ev5/,No,24/07/2020,balfederico,68200,Celebrities,Actor/Actress,,0.01,0.19,0.81,0.05,0.34,0.37,0.16,0.05,0.02,0.01,0.05,0.32,0.39,0.16,0.05,0.02,0.01,0.87,0.13,0,no,si,si
balfederico tw,https://www.instagram.com/balfederico tw,Si,12/6/2018,balfederico,2200000,Celebrities,Actor/Actress,,0.01,0.19,0.81,0.05,0.34,0.37,0.16,0.05,0.02,0.01,0.05,0.32,0.39,0.16,0.05,0.02,0.01,0.87,0.13,0,,,
barbiepucheta,https://www.instagram.com/barbiepucheta,No,2/4/2019,holasoylaurita,3200000,Celebrities,,,0.01,0.36,0.64,0.06,0.35,0.36,0.16,0.05,0.01,0.01,0.08,0.37,0.33,0.14,0.05,0.02,0.01,0.84,0.16,,,,
barbuchipTK,https://www.instagram.com/barbuchipTK,Si,22/4/20,holasoylaurita,643000,Celebrities,,,0.01,0.14,0.86,0.06,0.35,0.36,0.16,0.05,0.01,0.01,0.08,0.37,0.33,0.14,0.05,0.02,0.01,0.92,0.08,,,,
barby_silenzi,https://www.instagram.com/barby_silenzi,Parcial,12/6/2018,ivinadal,1445552,Celebrities,Moms,,0.01,0.47,0.53,0.04,0.30,0.40,0.19,0.05,0.01,0.01,0.05,0.34,0.39,0.15,0.04,0.02,0.01,0.86,0.14,0,,,
baronjimena tw,https://www.twitter.com/baronjimena tw,No,4/11/2019,baronjimena,2370000,Celebrities,Model,,0.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,
brendagandiniok,https://www.instagram.com/brendagandiniok,Si,2/2/2022,,856000,celebrities,Actor/Actress,model,0.00,0.14,0.87,0.01,0.11,0.42,0.31,0.11,0.03,0.01,0.01,0.12,0.49,0.27,0.08,0.02,0.01,0.89,0.11,0,si,no,no
cale_ruggeri TK,https://www.tiktok.com/@cale_ruggeri,No,29/07/20,caleruggeri,131300,celebrities,,,0.01,0.33,0.67,0.04,0.33,0.39,0.17,0.05,0.01,0.01,0.06,0.37,0.38,0.13,0.04,0.01,0.01,0.86,0.14,0,si,no,no
caleruggeri,https://www.instagram.com/caleruggeri,Si,11/8/2019,,1800000,celebrities,native digital,,0.01,0.33,0.67,0.04,0.33,0.39,0.17,0.05,0.01,0.01,0.06,0.37,0.38,0.13,0.04,0.01,0.01,0.86,0.14,0,si,no,no
candelivetrano,https://www.instagram.com/candelivetrano,Parcial,2/4/2022,gimeaccardi,2000000,Celebrities,,,0.01,0.15,0.85,0.03,0.28,0.41,0.16,0.06,0.01,0.05,0.04,0.36,0.42,0.10,0.03,0.00,0.05,0.82,0.18,0,,,
caro_prat,https://www.instagram.com/caro_prat,No,29/10/19,muydemama,826000,Celebrities,,,,0.08,0.92,0.02,0.39,0.35,0.17,0.05,0.02,0.00,0.00,0.10,0.49,0.34,0.05,0.02,0.00,0.85,0.15,,,,
chavespauok,https://www.instagram.com/chavespauok,Si,7/6/2018,,3824777,celebrities,model,fashion,0.02,0.19,0.81,0.05,0.32,0.37,0.17,0.06,0.02,0.01,0.05,0.32,0.39,0.16,0.05,0.02,0.01,0.83,0.17,0,no,si,si
chavespauok tw,https://www.instagram.com/chavespauok tw,No,7/6/2018,chavespauok,5700000,celebrities,,,0.01,0.19,0.81,0.05,0.32,0.37,0.17,0.06,0.02,0.01,0.05,0.32,0.39,0.16,0.05,0.02,0.01,0.83,0.17,0,no,si,si
cipriotaluz,https://www.instagram.com/cipriotaluz,No,1/29/2019,brendagandiniok,756000,Celebrities,Actor/Actress,,0.02,0.14,0.87,0.01,0.11,0.42,0.31,0.11,0.03,0.01,0.01,0.12,0.49,0.27,0.08,0.02,0.01,0.89,0.11,0,,,
dairuggeri,https://www.instagram.com/dairuggeri,No,17/2/20,caleruggeri,82350,Celebrities,,,0.03,0.33,0.67,0.04,0.33,0.39,0.17,0.05,0.01,0.01,0.06,0.37,0.38,0.13,0.04,0.01,0.01,0.86,0.14,,,,
daliagutmann,https://www.instagram.com/daliagutmann,Parcial,6/16/2022,rango todos,384000,Celebrities,,,0.01,0.17,0.83,0.01,0.04,0.32,0.40,0.17,0.05,0.01,0.01,0.04,0.32,0.40,0.17,0.05,0.01,0.94,0.06,,,,
danielaraozok,https://www.instagram.com/danielaraozok/,Si,10/2/2020,,166000,Celebrities,,,0.02,0.33,0.67,0.02,0.12,0.39,0.31,0.12,0.03,0.01,0.02,0.13,0.40,0.27,0.13,0.05,0.00,0.96,0.14,,,,
dariobarassi,https://www.instagram.com/dariobarassi,Si,2/15/2022,,4000000,Celebrities,Actor/Actress,Humor,0.02,0.23,0.77,0.03,0.24,0.45,0.21,0.05,0.01,0.01,0.03,0.25,0.43,0.20,0.06,0.02,0.01,0.91,0.09,0,si,no,no
dedominicieva,https://www.instagram.com/dedominicieva,Si,9/1/2018,,2500000,celebrities,Actor/Actress,model,0.04,0.29,0.71,0.03,0.32,0.41,0.17,0.05,0.01,0.01,0.06,0.40,0.37,0.12,0.03,0.01,0.01,0.76,0.24,0,,,
denise_dumas,https://www.instagram.com/denise_dumas,Parcial,2/24/2022,rango todos,627000,Celebrities,Model,,0.01,0.16,0.84,0.01,0.08,0.35,0.32,0.16,0.06,0.02,0.01,0.08,0.35,0.32,0.16,0.06,0.02,0.90,0.10,0,,,
emilia_att,https://www.instagram.com/emilia_att,Si,12/18/2017,,1500000,celebrities,Actor/Actress,model,0.02,0.18,0.82,0.04,0.30,0.39,0.19,0.06,0.01,0.01,0.06,0.40,0.37,0.12,0.03,0.01,0.01,0.78,0.22,0,no,si,si
estebanlamothe,https://www.instagram.com/estebanlamothe,Parcial,5/19/2021,furtadonico,1100000,Celebrities,,,0.02,0.15,0.85,0.03,0.25,0.47,0.17,0.06,0.02,0.01,0.02,0.31,0.49,0.14,0.03,0.00,0.01,0.80,,0,,,
eugeniatobal,https://www.instagram.com/eugeniatobal,Si,18/08/2020,,1500000,Celebrities,,,0.02,0.20,0.80,0.02,0.14,0.37,0.31,0.11,0.03,0.02,0.01,0.12,0.43,0.31,0.09,0.03,0.01,0.90,#REF!,0,,,
felipecolombook,https://www.instagram.com/felipecolombook,No,29/10/19,rojas_benja,261000,Celebrities,,,,0.45,0.55,0.03,0.24,0.45,0.21,0.05,0.01,0.01,0.03,0.25,0.43,0.20,0.06,0.02,0.01,0.91,0.09,,,,
flootero,https://www.instagram.com/flootero,Si,25/11/20,,533000,Celebrities,Music,Moms,0.01,0.16,0.84,0.02,0.16,0.47,0.26,0.07,0.02,0.01,0.01,0.17,0.53,0.21,0.04,0.01,0.00,0.89,0.11,0,no,si,si
florivigna,https://www.instagram.com/florivigna,Si,9/21/2018,,5100000,celebrities,native digital,,0.01,0.33,0.67,0.06,0.35,0.36,0.16,0.05,0.01,0.01,0.08,0.37,0.33,0.14,0.05,0.02,0.01,0.85,0.15,0,,,
florraggi,https://www.instagram.com/florraggi,No,10/2/2020,andreafrigeriook,335000,Celebrities,,,0.01,0.24,0.76,0.01,0.10,0.31,0.35,0.16,0.05,0.02,0.01,0.12,0.32,0.30,0.17,0.06,0.02,0.88,0.12,,,,
francomasini,https://www.instagram.com/francomasini,Parcial,8/11/2019,,1800000,celebrities,Actor/Actress,,0.02,0.16,0.84,0.09,0.43,0.29,0.12,0.05,0.01,0.01,0.11,0.46,0.27,0.10,0.04,0.01,0.01,0.77,0.23,0,si,no,no
frandelgadooficial,https://www.instagram.com/frandelgadooficial,No,12/6/2018,pedroalfonsoo,533542,Celebrities,,,0.01,0.18,0.82,0.05,0.32,0.37,0.17,0.06,0.02,0.01,0.02,0.24,0.42,0.19,0.06,0.02,0.05,0.84,0.16,0,,,
fulopcatherine,https://www.instagram.com/fulopcatherine,Parcial,10/1/2018,andybursten,2000000,celebrities,Actor/Actress,,0.02,0.22,0.78,0.02,0.14,0.31,0.35,0.13,0.03,0.02,0.01,0.08,0.35,0.41,0.12,0.02,0.01,0.56,0.44,0,,,
gegeneumann,https://www.instagram.com/gegeneumann,Si,14/1/20,,278000,Celebrities,,,0.01,0.22,0.78,0.02,0.13,0.35,0.33,0.12,0.03,0.02,0.01,0.09,0.41,0.34,0.10,0.04,0.01,0.90,0.10,,,,
gimeaccardi,https://www.instagram.com/gimeaccardi,Si,12/20/2021,,3900000,Celebrities,Actor/Actress,,0.03,0.21,0.79,0.04,0.26,0.40,0.18,0.06,0.01,0.05,0.03,0.28,0.43,0.16,0.05,0.01,0.04,0.82,0.18,0,si,si,si
